"","Y1","Y2"
"1",0.975270947464303,0.983893105201249
"2",0.970162099028687,0.986159567384158
"3",0.959253457562004,0.983035938035557
"4",0.957394326270279,0.993217993220494
"5",0.988653294098482,0.992830589351427
"6",0.991465573428151,0.990704788059012
"7",0.991998381014278,0.985042423661072
"8",0.965356287540946,0.989801543192443
"9",0.961966320381525,0.984042088969301
"10",0.976132674419308,0.981357942327722
"11",0.981198261478072,0.980782484013451
"12",0.990974833905359,0.990179912810547
"13",0.947957048174266,0.979020842837068
"14",0.958887901173441,0.992125541017013
"15",0.947305540623378,0.996991411912521
"16",0.975704696676975,0.984004373933082
"17",0.957603646109729,0.998302933444537
"18",1,0.977140049743002
"19",0.95090705871983,0.99538967433997
"20",0.979623325601863,0.987059645224413
"21",0.96798092717143,0.990121372031645
"22",0.96001613141072,0.988006367507375
"23",0.973476764040902,1
"24",0.990122027271487,0.999204221643205
"25",0.985439228038472,0.991519214755417
"26",0.997704189798545,0.983336992950756
"27",0.968178763815937,1
"28",0.973860111979814,0.98577056013069
"29",0.984744567111819,0.996250173898372
"30",0.999095827442905,0.985348245115083
"31",0.985803741263029,0.994627160549338
"32",0.981237268831892,0.994365840553152
"33",0.962389880359127,0.994714014348609
"34",0.964919124072436,0.977530499573899
"35",0.954214571130012,0.979703131512522
"36",0.992746711614666,0.9968113716847
"37",0.965811544673147,0.979096349017263
"38",0.988417738463763,0.975043017676545
"39",0.981249918012579,0.995167943014191
"40",0.979047264298315,0.999552996882402
"41",0.963841326258274,0.984691530587895
"42",0.963123005902867,0.988803204156314
"43",0.991227083332076,0.989958559105365
"44",0.93915662964136,1
"45",0.984253998215285,0.984273629634708
"46",0.979076962680309,0.989182558404004
"47",0.970050369846974,0.993980901275258
"48",0.989606180659033,0.983078965742424
"49",0.983625915661503,0.98160817334649
"50",1,0.998942641611931
"51",0.95756937519143,0.976044919096624
"52",0.964262182970319,0.986771730948267
"53",0.976489244610747,0.982379089035529
"54",0.954528724649905,0.987985421174549
"55",0.973327410584468,0.992229379238528
"56",0.994413538649471,0.986420471068104
"57",0.976952536022506,0.999656613143112
"58",0.979007092915723,0.994742981534544
"59",0.992945598649182,0.987518752898982
"60",0.986969216534115,0.984712442826079
"61",0.940517121775723,0.998762738911531
"62",0.989939257781233,0.993360568005462
"63",0.953272858535641,0.98084991085088
"64",0.987195899041976,0.989016086064136
"65",0.96941291287233,0.990600020962237
"66",0.973077982927481,0.998811963323277
"67",0.967683186213958,0.980364171847711
"68",0.968941036929067,0.989267605510876
"69",0.967327562218858,0.992033481510538
"70",0.961541057684426,0.98153479464764
"71",0.971468960941935,0.988834333720684
"72",0.960525528774976,0.987188620400216
"73",0.978732609814766,0.995043751436065
"74",0.987460317409612,0.991097637874339
"75",0.970433378456472,0.999052864705282
"76",0.969964367379621,0.986568745721987
"77",0.982595715852192,0.986800556940079
"78",0.99286463690668,0.990675999327094
"79",0.957258900271998,0.980234408458015
"80",0.984977962744133,0.979420359782904
"81",0.976748445394422,0.98578737245891
"82",0.973645584619347,0.990924414309997
"83",0.964118119120681,0.988534443336605
"84",0.984784319960196,0.995770624550902
"85",0.993165586327911,0.987289813440573
"86",0.984971789646213,0.999264658963183
"87",0.962366486720418,0.984302059073956
"88",0.956719201442084,0.989632618254893
"89",0.980512104081643,0.989722884804338
"90",0.961201523924005,0.985653795182113
"91",0.972874403702534,0.986481063179061
"92",0.98791335093238,0.987515170967604
"93",0.974396641722951,0.983617632567251
"94",0.968840070018748,0.980209406430574
"95",0.985889699223978,0.97795420845657
"96",0.968528567214488,0.987096127284561
"97",0.958444025823762,0.987002018823369
"98",0.990650949242001,0.999296222018173
"99",0.98771473140683,0.999310632144415
"100",0.957073362839896,0.988108559659294
"101",0.994158025617254,0.99926114108791
"102",0.981595742351365,0.982552581901401
"103",0.989499000296928,1
"104",0.995983478303017,0.976257906595157
"105",0.969272570780225,0.985864891542195
"106",0.965311628931688,0.983461587528643
"107",0.963869485042267,0.983883484157133
"108",0.969537722960154,0.995269111317564
"109",0.980120437678571,0.998969312805947
"110",0.997798454179888,0.99235570141756
"111",0.972075382436597,0.999805460216042
"112",0.96109943126473,0.994140014621062
"113",0.973082686446348,0.99344668886609
"114",0.973796257627054,0.983868511040852
"115",0.992488367872192,1
"116",0.990658989987093,0.98492575375983
"117",0.967998976522801,0.978342389251211
"118",0.988947412362048,0.980122046648853
"119",0.988158659168517,0.994421638904349
"120",0.954622404334223,0.996131585762186
"121",0.996186881490774,0.99737406393913
"122",0.954493673065474,0.997443733567992
"123",0.957934522967837,0.981854455374177
"124",0.958098950156413,0.989524584032408
"125",0.967535153736295,0.986104450898008
"126",0.980668684349194,0.997179673040665
"127",0.974229554479326,0.978133742813759
"128",0.977115802653026,0.997367961859387
"129",1,0.987915765819791
"130",0.962278137509543,0.984998705863776
"131",0.972627263487324,0.993717633017349
"132",0.970283859164257,0.978863900792583
"133",0.960623681383557,0.976430181286818
"134",0.967543865219898,0.998329472606938
"135",0.972041193991535,0.987115697507599
"136",0.993299886967631,0.999782411038006
"137",0.957949451147583,0.996964987326974
"138",0.975183928407392,0.992406955600998
"139",0.97560491323996,0.999282876337622
"140",0.974056340168698,0.989456018664984
"141",0.979409938772968,0.976406664626847
"142",0.96213373799372,0.987564671918862
"143",1,0.974835713749442
"144",0.967018325086737,0.985010050917194
"145",0.958094765561232,0.992151349932778
"146",0.993740827925767,0.975125981761059
"147",0.970491318921522,0.997242994788665
"148",0.977208898095714,0.99185112980655
"149",0.971899146212172,0.986026470845662
"150",0.989990890281775,0.986421053034623
"151",0.986582731311386,0.987095056602886
"152",0.95375025680227,0.978502781634295
"153",0.945404208652804,0.979894054134509
"154",0.940519531139209,1
"155",0.951613448443982,0.98523191499272
"156",0.989241877490358,0.987550841652688
"157",0.985266968849058,0.984433147543421
"158",0.981829456217724,0.987075373097376
"159",0.998876321592575,0.9988040562339
"160",1,0.982556657096085
"161",0.963059751344483,0.980209257214436
"162",0.963541328449996,0.982613333490257
"163",0.980958425563754,0.992448153643378
"164",0.970115458533303,0.979917272321553
"165",0.956082109128973,0.999551042481139
"166",0.964914208648575,0.984124574440726
"167",0.987609431969654,0.993773671455844
"168",0.98596966136834,0.99743480488105
"169",0.992400726948653,0.992689643000381
"170",0.973500639209364,0.995040235306338
"171",0.989402677018801,0.992248911430294
"172",0.987247253577936,0.991544340177701
"173",0.984154547249569,0.992332180912979
"174",0.980271097764864,0.975475894462459
"175",0.962430197983756,0.987998713439164
"176",0.955714505511766,0.988668023881724
"177",0.976205110221905,0.989305567434908
"178",0.967506499731394,0.977355153327884
"179",0.960183503378565,0.987213576872258
"180",0.963315933099903,0.98483785028177
"181",0.970286455200792,0.98165607824684
"182",0.992491451515165,0.986452745305335
"183",0.98744206137264,0.985703834991185
